,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
1286,4377,Baulkham Hills North Public School,958.0,Primary School,Metropolitan North,Major Cities of Australia,-33.751927,150.999957,16.02857142857143,60.0
1287,4378,Whalan Public School,327.0,Primary School,Metropolitan West,Major Cities of Australia,-33.752917,150.809664,16.02857142857143,21.0
1288,4379,Floraville Public School,544.0,Primary School,Hunter,Major Cities of Australia,-33.014211,151.663835,16.02857142857143,34.0
1289,4380,Calare Public School,606.0,Primary School,Western 1,Inner Regional Australia,-33.286947,149.079358,16.02857142857143,38.0
1290,4381,Shelley Public School,514.0,Primary School,Metropolitan West,Major Cities of Australia,-33.789161,150.917863,16.02857142857143,32.0
1291,4382,Jasper Road Public School,894.0,Primary School,Metropolitan West,Major Cities of Australia,-33.761316,150.982269,16.02857142857143,56.0
1292,4383,E A Southee Public School,90.0,Primary School,Riverina 1,Inner Regional Australia,-34.64182,148.014878,16.02857142857143,6.0
1293,4386,Killarney Heights Public School,656.0,Primary School,Metropolitan North,Major Cities of Australia,-33.774942,151.216151,16.02857142857143,41.0
1294,4389,Gymea North Public School,355.0,Primary School,Metropolitan East,Major Cities of Australia,-34.026457,151.088321,16.02857142857143,23.0
1295,4391,Lansvale East Public School,151.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.897993,150.964109,16.02857142857143,10.0
1296,4393,Carlingford West Public School,1678.0,Primary School,Metropolitan West,Major Cities of Australia,-33.78237,151.03717,16.02857142857143,105.0
1297,4394,Queanbeyan South Public School,424.0,Primary School,Upper South Coast,Major Cities of Australia,-35.365541,149.228192,16.02857142857143,27.0
1298,4395,Mount Warrigal Public School,218.0,Primary School,Upper South Coast,Major Cities of Australia,-34.553788,150.84461,16.02857142857143,14.0
1299,4396,Busby West Public School,354.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.906099,150.87445,16.02857142857143,22.0
1300,4397,Wyoming Public School,381.0,Primary School,Central Coast,Major Cities of Australia,-33.408202,151.355782,16.02857142857143,24.0
1301,4398,Chertsey Primary School,183.0,Primary School,Central Coast,Major Cities of Australia,-33.429911,151.369267,16.02857142857143,12.0
1302,4399,Hayes Park Public School,564.0,Primary School,Upper South Coast,Major Cities of Australia,-34.491584,150.816321,16.02857142857143,36.0
1303,4400,St Ives Park Public School,169.0,Primary School,Metropolitan North,Major Cities of Australia,-33.724082,151.178775,16.02857142857143,11.0
1304,4401,Murray Farm Public School,959.0,Primary School,Metropolitan North,Major Cities of Australia,-33.766119,151.040173,16.02857142857143,60.0
1305,4402,Tregear Public School,322.0,Primary School,Metropolitan West,Major Cities of Australia,-33.745883,150.794321,16.02857142857143,20.0
1306,4403,Bradbury Public School,738.0,Primary School,Dharawal,Major Cities of Australia,-34.085998,150.81269,16.02857142857143,46.0
1307,4404,Narranga Public School,670.0,Primary School,Lower North Coast,Inner Regional Australia,-30.292216,153.10472,16.02857142857143,42.0
1308,4405,Beresford Road Public School,695.0,Primary School,Metropolitan West,Major Cities of Australia,-33.814864,150.942945,16.02857142857143,44.0
1309,4406,Bradfordville Public School,289.0,Primary School,Upper South Coast,Inner Regional Australia,-34.723022,149.739879,16.02857142857143,18.0
1310,4407,Hume Public School,155.0,Primary School,Riverina 1,Inner Regional Australia,-36.050352,146.947268,16.02857142857143,10.0
1311,4408,Lethbridge Park Public School,399.0,Primary School,Metropolitan West,Major Cities of Australia,-33.737964,150.800109,16.02857142857143,25.0
1312,4409,Koonawarra Public School,236.0,Primary School,Upper South Coast,Major Cities of Australia,-34.501193,150.807883,16.02857142857143,15.0
1313,4410,Red Hill Public School,267.0,Primary School,Riverina 1,Inner Regional Australia,-35.146431,147.347641,16.02857142857143,17.0
1314,4411,Westport Public School,417.0,Primary School,Lower North Coast,Inner Regional Australia,-31.437349,152.893038,16.02857142857143,26.0
1315,4413,Parkview Public School,403.0,Primary School,Riverina 1,Outer Regional Australia,-34.561818,146.395819,16.02857142857143,26.0
1316,4416,Merewether Heights Public School,354.0,Primary School,Hunter,Major Cities of Australia,-32.946716,151.737458,16.02857142857143,22.0
1317,4417,Winston Hills Public School,706.0,Primary School,Metropolitan West,Major Cities of Australia,-33.773464,150.981106,16.02857142857143,44.0
1318,4418,Edward Public School,118.0,Primary School,Riverina 2,Inner Regional Australia,-35.524356,144.950562,16.02857142857143,8.0
1319,4420,Nuwarra Public School,468.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.933241,150.951499,16.02857142857143,30.0
1320,4421,Gillwinga Public School,150.0,Primary School,Upper North Coast,Inner Regional Australia,-29.724385,152.933824,16.02857142857143,10.0
1321,4422,Emerton Public School,233.0,Primary School,Metropolitan West,Major Cities of Australia,-33.744738,150.805478,16.02857142857143,15.0
1322,4423,Mount Brown Public School,396.0,Primary School,Upper South Coast,Major Cities of Australia,-34.515885,150.784817,16.02857142857143,25.0
1323,4424,Lapstone Public School,222.0,Primary School,Metropolitan West,Major Cities of Australia,-33.772117,150.631327,16.02857142857143,14.0
1324,4426,Killarney Vale Public School,430.0,Primary School,Central Coast,Major Cities of Australia,-33.365221,151.456103,16.02857142857143,27.0
1325,4427,Niagara Park Public School,564.0,Primary School,Central Coast,Major Cities of Australia,-33.384122,151.351096,16.02857142857143,36.0
1326,4428,Southern Cross Public School,396.0,Primary School,Upper North Coast,Inner Regional Australia,-28.851067,153.585664,16.02857142857143,25.0
1327,4431,Marton Public School,406.0,Primary School,Metropolitan East,Major Cities of Australia,-34.046492,151.024232,16.02857142857143,26.0
1328,4432,Mimosa Public School,530.0,Primary School,Metropolitan North,Major Cities of Australia,-33.743343,151.205909,16.02857142857143,33.0
1329,4433,Wideview Public School,398.0,Primary School,Metropolitan North,Major Cities of Australia,-33.608499,151.14151,16.02857142857143,25.0
1330,4435,Mount Riverview Public School,231.0,Primary School,Metropolitan West,Major Cities of Australia,-33.72951,150.632585,16.02857142857143,15.0
1331,4436,Winmalee Public School,364.0,Primary School,Metropolitan West,Major Cities of Australia,-33.670272,150.610783,16.02857142857143,23.0
1332,4437,Hillvue Public School,361.0,Primary School,North Western 2,Inner Regional Australia,-31.114449,150.9007,16.02857142857143,23.0
1333,4438,Wollondilly Public School,355.0,Primary School,Upper South Coast,Inner Regional Australia,-34.742953,149.710904,16.02857142857143,23.0
1334,4440,Cherrybrook Public School,955.0,Primary School,Metropolitan North,Major Cities of Australia,-33.731277,151.042056,16.02857142857143,60.0
1335,4441,Crestwood Public School,750.0,Primary School,Metropolitan West,Major Cities of Australia,-33.749141,150.972197,16.02857142857143,47.0
1336,4442,Emu Heights Public School,292.0,Primary School,Metropolitan West,Major Cities of Australia,-33.736652,150.648818,16.02857142857143,19.0
1337,4444,Metella Road Public School,735.0,Primary School,Metropolitan West,Major Cities of Australia,-33.793967,150.934756,16.02857142857143,46.0
1338,4446,Dawson Public School,304.0,Primary School,Metropolitan West,Major Cities of Australia,-33.745369,150.816017,16.02857142857143,19.0
1339,4447,Hebersham Public School,558.0,Primary School,Metropolitan West,Major Cities of Australia,-33.748103,150.825924,16.02857142857143,35.0
1340,4449,Madang Avenue Public School,294.0,Primary School,Metropolitan West,Major Cities of Australia,-33.759958,150.804846,16.02857142857143,19.0
1341,4450,Berinba Public School,273.0,Primary School,Upper South Coast,Inner Regional Australia,-34.849095,148.918959,16.02857142857143,17.0
1342,4452,Hobartville Public School,330.0,Primary School,Metropolitan West,Major Cities of Australia,-33.603649,150.742281,16.02857142857143,21.0
1343,4453,Blackett Public School,235.0,Primary School,Metropolitan West,Major Cities of Australia,-33.739605,150.815858,16.02857142857143,15.0
1344,4454,Marra Creek Public School,7.0,Primary School,Western 2,Remote Australia,-30.87887,147.374516,16.02857142857143,1.0
1345,4456,Franklin Public School,284.0,Primary School,Riverina 1,Inner Regional Australia,-35.315059,148.230502,16.02857142857143,18.0
1346,4457,Sturt Public School,419.0,Primary School,Riverina 1,Inner Regional Australia,-35.13608,147.377439,16.02857142857143,27.0
1347,4458,Briar Road Public School,231.0,Primary School,Dharawal,Major Cities of Australia,-34.089103,150.827673,16.02857142857143,15.0
1348,4459,Woodberry Public School,199.0,Primary School,Hunter,Major Cities of Australia,-32.79221,151.670508,16.02857142857143,13.0
1349,4460,Curran Public School,255.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.993145,150.899426,16.02857142857143,16.0
1350,4461,Guise Public School,215.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.987448,150.89692,16.02857142857143,14.0
1351,4462,Figtree Heights Public School,229.0,Primary School,Upper South Coast,Major Cities of Australia,-34.431526,150.855504,16.02857142857143,15.0
1352,4463,Flinders Public School,563.0,Primary School,Upper South Coast,Major Cities of Australia,-34.582182,150.85024,16.02857142857143,36.0
1353,4464,Sanctuary Point Public School,465.0,Primary School,Upper South Coast,Inner Regional Australia,-35.104844,150.628585,16.02857142857143,29.0
1354,4466,Mawarra Public School,406.0,Primary School,Dharawal,Major Cities of Australia,-34.061245,150.7122,16.02857142857143,26.0
1355,4467,King Park Public School,449.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.879147,150.910701,16.02857142857143,28.0
1356,4468,Glenroy Public School,201.0,Primary School,Riverina 1,Inner Regional Australia,-36.05459,146.917314,16.02857142857143,13.0
1357,4469,Jewells Primary School,351.0,Primary School,Hunter,Major Cities of Australia,-33.015735,151.687459,16.02857142857143,22.0
1358,4470,Willmot Public School,148.0,Primary School,Metropolitan West,Major Cities of Australia,-33.725747,150.794401,16.02857142857143,10.0
1359,4471,Winston Heights Public School,441.0,Primary School,Metropolitan West,Major Cities of Australia,-33.77485,150.967894,16.02857142857143,28.0
1360,4473,Werrington Public School,464.0,Primary School,Metropolitan West,Major Cities of Australia,-33.755125,150.745293,16.02857142857143,29.0
1361,4474,Widemere Public School,239.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.834174,150.939897,16.02857142857143,15.0
1362,4475,Leonay Public School,252.0,Primary School,Metropolitan West,Major Cities of Australia,-33.76432,150.650498,16.02857142857143,16.0
1363,4476,Shalvey Public School,274.0,Primary School,Metropolitan West,Major Cities of Australia,-33.726605,150.809439,16.02857142857143,17.0
1364,4478,Newling Public School,112.0,Primary School,North Western 2,Inner Regional Australia,-30.522917,151.677158,16.02857142857143,7.0
1365,4479,John Warby Public School,183.0,Primary School,Dharawal,Major Cities of Australia,-34.082225,150.834434,16.02857142857143,12.0
1366,4480,Bidwill Public School,360.0,Primary School,Metropolitan West,Major Cities of Australia,-33.733547,150.825934,16.02857142857143,23.0
1367,4481,St Andrews Public School,809.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.022532,150.831362,16.02857142857143,51.0
1368,4482,York Public School,552.0,Primary School,Metropolitan West,Major Cities of Australia,-33.777111,150.698124,16.02857142857143,35.0
1369,4483,Grose View Public School,249.0,Primary School,Metropolitan West,Inner Regional Australia,-33.594468,150.66485,16.02857142857143,16.0
1370,4484,Cambridge Gardens Public School,475.0,Primary School,Metropolitan West,Major Cities of Australia,-33.737224,150.722008,16.02857142857143,30.0
1371,4485,Culburra Public School,186.0,Primary School,Upper South Coast,Inner Regional Australia,-34.933198,150.762286,16.02857142857143,12.0
1372,4486,Singleton Heights Public School,507.0,Primary School,Hunter,Inner Regional Australia,-32.549203,151.163955,16.02857142857143,32.0
1373,4488,Kareela Public School,401.0,Primary School,Metropolitan East,Major Cities of Australia,-34.012894,151.081991,16.02857142857143,25.0
1374,4489,Ruse Public School,445.0,Primary School,Dharawal,Major Cities of Australia,-34.066949,150.841573,16.02857142857143,28.0
1375,4490,Campbellfield Public School,325.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.037684,150.847422,16.02857142857143,21.0
1376,4491,Sackville Street Public School,513.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.011068,150.863607,16.02857142857143,32.0
1377,4492,Woodland Road Public School,296.0,Primary School,Dharawal,Major Cities of Australia,-34.097072,150.815078,16.02857142857143,19.0
1378,4493,Noumea Public School,293.0,Primary School,Metropolitan West,Major Cities of Australia,-33.732606,150.809892,16.02857142857143,19.0
1379,4494,Hampden Park Public School,879.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.914957,151.074029,16.02857142857143,55.0
1380,4496,Dulwich Hill Public School,466.0,Primary School,Metropolitan East,Major Cities of Australia,-33.906163,151.140287,16.02857142857143,29.0
1381,4498,Minnamurra Public School,417.0,Primary School,Upper South Coast,Inner Regional Australia,-34.62487,150.852773,16.02857142857143,26.0
1382,4499,Newbridge Heights Public School,585.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.926068,150.952069,16.02857142857143,37.0
1383,4500,Nareena Hills Public School,241.0,Primary School,Upper South Coast,Major Cities of Australia,-34.425765,150.84787,16.02857142857143,15.0
1384,4501,Barrack Heights Public School,228.0,Primary School,Upper South Coast,Major Cities of Australia,-34.559085,150.846032,16.02857142857143,15.0
1385,4502,Petersham Public School,273.0,Primary School,Metropolitan East,Major Cities of Australia,-33.895647,151.150175,16.02857142857143,17.0
1386,4503,Tyalla Public School,304.0,Primary School,Lower North Coast,Inner Regional Australia,-30.283852,153.112362,16.02857142857143,19.0
1387,4504,Crawford Public School,472.0,Primary School,Metropolitan West,Major Cities of Australia,-33.75479,150.868825,16.02857142857143,30.0
1388,4505,Ambarvale Public School,364.0,Primary School,Dharawal,Major Cities of Australia,-34.086423,150.798192,16.02857142857143,23.0
1389,4506,Toormina Public School,263.0,Primary School,Lower North Coast,Inner Regional Australia,-30.35347,153.08335,16.02857142857143,17.0
1390,4507,Bonnet Bay Public School,212.0,Primary School,Metropolitan East,Major Cities of Australia,-34.012607,151.056257,16.02857142857143,14.0
1391,4508,Valley View Public School,336.0,Primary School,Central Coast,Major Cities of Australia,-33.400215,151.361943,16.02857142857143,21.0
1392,4509,Sarah Redfern Public School,422.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.02765,150.85091,16.02857142857143,27.0
1393,4510,Claymore Public School,281.0,Primary School,Dharawal,Major Cities of Australia,-34.043125,150.809517,16.02857142857143,18.0
1394,4514,King Street Public School,377.0,Primary School,Hunter,Inner Regional Australia,-32.569546,151.175266,16.02857142857143,24.0
1395,4515,Kambora Public School,211.0,Primary School,Metropolitan North,Major Cities of Australia,-33.740137,151.1945,16.02857142857143,14.0
1396,4516,Eastlakes Public School,201.0,Primary School,Metropolitan East,Major Cities of Australia,-33.928065,151.213836,16.02857142857143,13.0
1397,4517,Gorokan Public School,563.0,Primary School,Central Coast,Major Cities of Australia,-33.252454,151.510205,16.02857142857143,36.0
1398,4518,The Grange Public School,314.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.022051,150.857358,16.02857142857143,20.0
1399,4520,Bateau Bay Public School,734.0,Primary School,Central Coast,Major Cities of Australia,-33.391771,151.476143,16.02857142857143,46.0
1400,4521,Metford Public School,341.0,Primary School,Hunter,Major Cities of Australia,-32.765067,151.612716,16.02857142857143,22.0
1401,4522,Wamberal Public School,699.0,Primary School,Central Coast,Major Cities of Australia,-33.412197,151.448258,16.02857142857143,44.0
1402,4523,Springdale Heights Public School,163.0,Primary School,Riverina 1,Inner Regional Australia,-36.031932,146.949684,16.02857142857143,11.0
1403,4524,Hastings Public School,650.0,Primary School,Lower North Coast,Inner Regional Australia,-31.453116,152.9182,16.02857142857143,41.0
1404,4525,Braddock Public School,330.0,Primary School,Metropolitan West,Major Cities of Australia,-33.722492,150.708382,16.02857142857143,21.0
1405,4526,Matthew Pearce Public School,1382.0,Primary School,Metropolitan West,Major Cities of Australia,-33.758183,150.963554,16.02857142857143,87.0
1406,4527,Clairgate Public School,443.0,Primary School,Metropolitan West,Major Cities of Australia,-33.796329,150.799228,16.02857142857143,28.0
1407,4528,Kings Langley Public School,671.0,Primary School,Metropolitan West,Major Cities of Australia,-33.745131,150.924433,16.02857142857143,42.0
1408,4529,Glenwood Public School,236.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.974542,150.903028,16.02857142857143,15.0
1409,4531,St Clair Public School,291.0,Primary School,Metropolitan West,Major Cities of Australia,-33.796324,150.786899,16.02857142857143,19.0
1410,4533,Tuncurry Public School,403.0,Primary School,Manning,Inner Regional Australia,-32.171593,152.495134,16.02857142857143,26.0
1411,4534,Orama Public School,25.0,Primary School,Lower North Coast,Outer Regional Australia,-30.432501,152.691816,16.02857142857143,2.0
1412,4535,Blairmount Public School,499.0,Primary School,Dharawal,Major Cities of Australia,-34.048007,150.802444,16.02857142857143,32.0
1413,4536,Bangor Public School,552.0,Primary School,Metropolitan East,Major Cities of Australia,-34.019534,151.029118,16.02857142857143,35.0
1414,4537,Rosemeadow Public School,745.0,Primary School,Dharawal,Major Cities of Australia,-34.104647,150.794537,16.02857142857143,47.0
1415,4538,Bowen Public School,242.0,Primary School,Western 1,Inner Regional Australia,-33.280751,149.117874,16.02857142857143,15.0
1416,4539,Thomas Acres Public School,530.0,Primary School,Dharawal,Major Cities of Australia,-34.093621,150.789247,16.02857142857143,33.0
1417,4541,Werrington County Public School,441.0,Primary School,Metropolitan West,Major Cities of Australia,-33.74513,150.747554,16.02857142857143,28.0
1418,4542,Chittaway Bay Public School,374.0,Primary School,Central Coast,Major Cities of Australia,-33.325978,151.43201,16.02857142857143,24.0
1419,4543,Wilkins Public School,592.0,Primary School,Metropolitan East,Major Cities of Australia,-33.901967,151.155086,16.02857142857143,37.0
1420,4544,Jamisontown Public School,390.0,Primary School,Metropolitan West,Major Cities of Australia,-33.77306,150.683083,16.02857142857143,25.0
1421,4545,Bonnyrigg Public School,269.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.887728,150.888962,16.02857142857143,17.0
1422,4546,Katoomba Public School,285.0,Primary School,Metropolitan West,Major Cities of Australia,-33.718645,150.313708,16.02857142857143,18.0
1423,4547,Tanilba Bay Public School,475.0,Primary School,Hunter,Inner Regional Australia,-32.730055,152.005845,16.02857142857143,30.0
1424,4548,Copacabana Public School,325.0,Primary School,Central Coast,Major Cities of Australia,-33.485042,151.436848,16.02857142857143,21.0
1425,4549,Orana Heights Public School,683.0,Primary School,Western 1,Inner Regional Australia,-32.2525,148.627132,16.02857142857143,43.0
1426,4551,Plunkett Street Public School,68.0,Primary School,Metropolitan East,Major Cities of Australia,-33.870879,151.22024,16.02857142857143,5.0
1427,4552,Manning Gardens Public School,146.0,Primary School,Manning,Inner Regional Australia,-31.892305,152.459892,16.02857142857143,10.0
1428,4553,Wiley Park Public School,629.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.924753,151.068761,16.02857142857143,40.0
1429,4554,Prairievale Public School,447.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.866464,150.890898,16.02857142857143,28.0
1430,4555,Cudgegong Valley Public School,546.0,Primary School,North Western 1,Inner Regional Australia,-32.606539,149.583789,16.02857142857143,34.0
1431,4556,Wytaliba Public School,8.0,Primary School,North Western 2,Outer Regional Australia,-29.691603,152.110359,16.02857142857143,1.0
1432,4557,Sandy Beach Public School,356.0,Primary School,Lower North Coast,Inner Regional Australia,-30.153584,153.186496,16.02857142857143,23.0
1433,4558,Eschol Park Public School,355.0,Primary School,Dharawal,Major Cities of Australia,-34.02834,150.810838,16.02857142857143,23.0
1434,4559,Blackwell Public School,634.0,Primary School,Metropolitan West,Major Cities of Australia,-33.806328,150.783052,16.02857142857143,40.0
1435,4560,Samuel Terry Public School,547.0,Primary School,Metropolitan West,Major Cities of Australia,-33.713307,150.708745,16.02857142857143,35.0
1436,4561,Rutherford Public School,945.0,Primary School,Hunter,Major Cities of Australia,-32.710925,151.52839,16.02857142857143,59.0
1437,4562,Sunshine Bay Public School,314.0,Primary School,Upper South Coast,Inner Regional Australia,-35.740734,150.209961,16.02857142857143,20.0
1438,4563,William Stimson Public School,530.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.854623,150.905782,16.02857142857143,33.0
1439,4564,Wirreanda Public School,618.0,Primary School,Hunter,Inner Regional Australia,-32.743911,151.875219,16.02857142857143,39.0
1440,4565,Clare Public School,6.0,Primary School,Riverina 3,Remote Australia,-33.398005,143.94199,16.02857142857143,1.0
1441,4566,Brooke Avenue Public School,477.0,Primary School,Central Coast,Major Cities of Australia,-33.37611,151.466133,16.02857142857143,30.0
1442,4567,Governor Philip King Public School,619.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.873793,150.879107,16.02857142857143,39.0
1443,4568,Ellison Public School,308.0,Primary School,Metropolitan West,Major Cities of Australia,-33.69035,150.585327,16.02857142857143,20.0
1444,4569,Robert Townson Public School,560.0,Primary School,Metropolitan South West,Major Cities of Australia,-34.016173,150.818892,16.02857142857143,35.0
1445,4571,Banks Public School,393.0,Primary School,Metropolitan West,Major Cities of Australia,-33.793717,150.773098,16.02857142857143,25.0
1446,4572,John Purchase Public School,652.0,Primary School,Metropolitan North,Major Cities of Australia,-33.718798,151.038895,16.02857142857143,41.0
1447,4573,Tharawal Public School,378.0,Primary School,Metropolitan East,Major Cities of Australia,-34.003289,151.025929,16.02857142857143,24.0
1448,4574,Samuel Gilbert Public School,750.0,Primary School,Metropolitan North,Major Cities of Australia,-33.713106,150.992027,16.02857142857143,47.0
1449,4575,Wingham Brush Public School,205.0,Primary School,Manning,Inner Regional Australia,-31.87024,152.376982,16.02857142857143,13.0
1450,4576,William Dean Public School,322.0,Primary School,Metropolitan West,Major Cities of Australia,-33.734259,150.858693,16.02857142857143,20.0
1451,4577,Minchinbury Public School,498.0,Primary School,Metropolitan West,Major Cities of Australia,-33.78862,150.832427,16.02857142857143,31.0
1452,4578,Teven-Tintenbar Public School,179.0,Primary School,Upper North Coast,Inner Regional Australia,-28.794805,153.500671,16.02857142857143,12.0
1453,4579,James Erskine Public School,564.0,Primary School,Metropolitan West,Major Cities of Australia,-33.805167,150.803884,16.02857142857143,36.0
1454,4580,Kariong Public School,535.0,Primary School,Central Coast,Major Cities of Australia,-33.441014,151.289632,16.02857142857143,34.0
1455,4581,Frank Partridge VC Public School,228.0,Primary School,Lower North Coast,Outer Regional Australia,-30.641818,152.986257,16.02857142857143,15.0
1456,4583,Edensor Park Public School,282.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.882056,150.876121,16.02857142857143,18.0
1457,4585,Bligh Park Public School,296.0,Primary School,Metropolitan West,Major Cities of Australia,-33.639133,150.794565,16.02857142857143,19.0
1458,4586,Sydney Distance Education Primary School,171.0,Primary School,Metropolitan East,Major Cities of Australia,-33.88627,151.212706,16.02857142857143,11.0
1459,4588,Northlakes Public School,377.0,Primary School,Central Coast,Major Cities of Australia,-33.214542,151.514788,16.02857142857143,24.0
1460,4589,Shoal Bay Public School,391.0,Primary School,Hunter,Inner Regional Australia,-32.729062,152.173933,16.02857142857143,25.0
1461,4590,Hambledon Public School,716.0,Primary School,Metropolitan West,Major Cities of Australia,-33.71645,150.887211,16.02857142857143,45.0
1462,4591,Glenmore Park Public School,660.0,Primary School,Metropolitan West,Major Cities of Australia,-33.783388,150.681117,16.02857142857143,42.0
1463,4592,Vincentia Public School,327.0,Primary School,Upper South Coast,Inner Regional Australia,-35.073353,150.669549,16.02857142857143,21.0
1464,4593,Kearns Public School,196.0,Primary School,Dharawal,Major Cities of Australia,-34.021486,150.804446,16.02857142857143,13.0
1465,4594,Bonnyrigg Heights Public School,1059.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.88935,150.867681,16.02857142857143,66.0
1466,4597,Mount Annan Public School,730.0,Primary School,Dharawal,Major Cities of Australia,-34.061714,150.760497,16.02857142857143,46.0
1467,4598,Hassall Grove Public School,701.0,Primary School,Metropolitan West,Major Cities of Australia,-33.73548,150.838504,16.02857142857143,44.0
1468,4599,Barnier Public School,874.0,Primary School,Metropolitan West,Major Cities of Australia,-33.72051,150.901824,16.02857142857143,55.0
1469,4600,Maryland Public School,405.0,Primary School,Hunter,Major Cities of Australia,-32.881427,151.658808,16.02857142857143,26.0
1470,4601,Aldavilla Public School,311.0,Primary School,Lower North Coast,Inner Regional Australia,-31.055771,152.786972,16.02857142857143,20.0
1471,4602,William Bayldon Public School,186.0,Primary School,Lower North Coast,Inner Regional Australia,-30.363714,153.080348,16.02857142857143,12.0
1472,4603,St Helens Park Public School,411.0,Primary School,Dharawal,Major Cities of Australia,-34.110232,150.804035,16.02857142857143,26.0
1473,4604,Oakhill Drive Public School,767.0,Primary School,Metropolitan North,Major Cities of Australia,-33.721563,151.022997,16.02857142857143,48.0
1474,4605,Alfords Point Public School,229.0,Primary School,Metropolitan East,Major Cities of Australia,-33.992403,151.02399,16.02857142857143,15.0
1475,4606,Mullaway Public School,262.0,Primary School,Lower North Coast,Inner Regional Australia,-30.077958,153.190183,16.02857142857143,17.0
1476,4607,Centaur Public School,498.0,Primary School,Upper North Coast,Major Cities of Australia,-28.215705,153.526762,16.02857142857143,31.0
1477,4608,Glendenning Public School,623.0,Primary School,Metropolitan West,Major Cities of Australia,-33.74223,150.852638,16.02857142857143,39.0
1478,4609,Grahamstown Public School,317.0,Primary School,Hunter,Major Cities of Australia,-32.759083,151.774477,16.02857142857143,20.0
1479,4610,Mount Terry Public School,696.0,Primary School,Upper South Coast,Major Cities of Australia,-34.591636,150.779935,16.02857142857143,44.0
1480,4611,Hallidays Point Public School,302.0,Primary School,Manning,Inner Regional Australia,-32.041385,152.537553,16.02857142857143,19.0
1481,4612,Broulee Public School,358.0,Primary School,Lower South Coast,Inner Regional Australia,-35.84558,150.171898,16.02857142857143,23.0
1482,4613,Hinchinbrook Public School,621.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.912986,150.85892,16.02857142857143,39.0
1483,4614,Windsor Park Public School,235.0,Primary School,Metropolitan West,Major Cities of Australia,-33.640641,150.813492,16.02857142857143,15.0
1484,4615,Caddies Creek Public School,1053.0,Primary School,Metropolitan West,Major Cities of Australia,-33.736255,150.926227,16.02857142857143,66.0
1485,4616,Buninyong Public School,388.0,Primary School,Western 1,Inner Regional Australia,-32.243188,148.639381,16.02857142857143,25.0
1486,4617,Tacking Point Public School,713.0,Primary School,Lower North Coast,Inner Regional Australia,-31.472138,152.926418,16.02857142857143,45.0
1487,4618,North Nowra Public School,183.0,Primary School,Upper South Coast,Inner Regional Australia,-34.855557,150.57716,16.02857142857143,12.0
1488,4619,Henry Fulton Public School,388.0,Primary School,Metropolitan West,Major Cities of Australia,-33.70473,150.709665,16.02857142857143,25.0
1489,4620,Glendore Public School,621.0,Primary School,Hunter,Major Cities of Australia,-32.873641,151.649712,16.02857142857143,39.0
1490,4621,Narellan Vale Public School,761.0,Primary School,Dharawal,Major Cities of Australia,-34.056129,150.744718,16.02857142857143,48.0
1491,4622,Claremont Meadows Public School,592.0,Primary School,Metropolitan West,Major Cities of Australia,-33.774178,150.747014,16.02857142857143,37.0
1492,4623,Blue Haven Public School,643.0,Primary School,Central Coast,Major Cities of Australia,-33.212499,151.502826,16.02857142857143,41.0
1493,4624,Greenway Park Public School,754.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.938001,150.837554,16.02857142857143,47.0
1494,4625,Currans Hill Public School,535.0,Primary School,Dharawal,Major Cities of Australia,-34.04785,150.769197,16.02857142857143,34.0
1495,4626,Callala Public School,175.0,Primary School,Upper South Coast,Inner Regional Australia,-34.995951,150.714405,16.02857142857143,11.0
1496,4627,Newington Public School,823.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.841151,151.055228,16.02857142857143,52.0
1497,4628,Harrington Park Public School,713.0,Primary School,Dharawal,Major Cities of Australia,-34.027145,150.738527,16.02857142857143,45.0
1498,4630,Beaumont Hills Public School,616.0,Primary School,Metropolitan West,Major Cities of Australia,-33.697809,150.945659,16.02857142857143,39.0
1499,4631,Surveyors Creek Public School,552.0,Primary School,Metropolitan West,Major Cities of Australia,-33.787277,150.689173,16.02857142857143,35.0
